Time_s,Time_min,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
6831.5,113.86,3.37,10.576,0.426,0.0,29.73
6835.0,113.92,3.31,10.584,0.439,0.0,29.77
6838.6,113.98,3.26,10.578,0.231,0.0,29.52
6842.1,114.03,3.21,10.582,0.258,0.0,29.17
6845.6,114.09,3.15,10.581,0.531,0.117,29.53
6849.2,114.15,3.1,10.574,0.55,0.06,29.09
6852.7,114.21,3.05,10.559,0.773,0.31,29.78
6856.2,114.27,2.99,10.57,1.0,0.288,29.68
6859.8,114.33,2.94,10.516,1.732,0.667,29.85
6863.3,114.39,2.88,10.471,1.886,0.978,30.21
6866.8,114.45,2.83,10.45,2.064,1.026,30.31
6870.4,114.51,2.78,10.524,1.67,0.913,29.8
6873.9,114.57,2.72,10.491,1.897,1.063,29.99
6877.5,114.62,2.67,10.478,2.014,1.158,29.97
6881.0,114.68,2.62,10.475,1.904,1.086,29.65
6884.5,114.74,2.56,10.45,2.221,1.17,29.8
6888.1,114.8,2.51,10.45,2.399,1.19,29.56
6891.6,114.86,2.46,10.45,2.535,1.289,29.74
6895.1,114.92,2.4,10.45,2.791,1.444,30.27
6898.7,114.98,2.35,10.45,2.739,1.46,30.14
6902.2,115.04,2.3,10.45,2.423,1.335,30.08
6905.7,115.1,2.24,10.45,3.04,1.727,30.05
6909.3,115.15,2.19,10.45,2.813,1.533,30.13
6912.8,115.21,2.14,10.45,2.766,1.533,30.23
6916.4,115.27,2.08,10.45,2.621,1.503,29.97
6919.9,115.33,2.03,10.45,2.589,1.509,30.25
6923.4,115.39,1.98,10.45,2.52,1.475,30.13
6927.0,115.45,1.93,10.45,2.552,1.363,30.37
6930.5,115.51,1.87,10.45,2.448,1.318,29.95
6934.0,115.57,1.82,10.45,2.604,1.34,30.37
6937.6,115.63,1.77,10.45,2.273,1.292,30.08
6941.1,115.69,1.71,10.45,2.494,1.343,30.02
6944.6,115.74,1.66,10.45,2.051,1.092,29.98
6948.2,115.8,1.61,10.45,2.068,1.086,29.81
6951.7,115.86,1.55,10.45,1.904,0.933,29.64
6955.2,115.92,1.5,10.45,2.024,1.004,29.98
6958.8,115.98,1.45,10.45,2.325,1.154,29.88
6962.3,116.04,1.39,10.45,2.555,1.34,30.15
6965.9,116.1,1.34,10.45,2.628,1.438,30.43
6969.4,116.16,1.29,10.45,2.911,1.58,30.1
6972.9,116.22,1.24,10.45,2.633,1.534,29.88
6976.5,116.27,1.18,10.45,3.001,1.568,30.48
6980.0,116.33,1.13,10.45,2.204,1.194,30.05
6983.5,116.39,1.08,10.45,2.719,1.441,30.08
6987.1,116.45,1.02,10.45,2.591,1.479,30.1
6990.6,116.51,0.97,10.45,2.245,1.31,30.07
6994.1,116.57,0.92,10.45,2.611,1.401,30.56
6997.7,116.63,0.87,10.45,2.705,1.376,30.02
7001.2,116.69,0.81,10.45,2.698,1.322,30.51
7004.8,116.75,0.76,10.45,2.423,1.176,30.03
7008.3,116.8,0.71,10.45,2.547,1.289,29.85
7011.8,116.86,0.65,10.45,2.925,1.525,30.19
7015.4,116.92,0.6,10.45,2.811,1.654,30.4
7018.9,116.98,0.55,10.45,2.835,1.533,30.16
7022.4,117.04,0.5,10.45,2.756,1.507,30.03
7026.0,117.1,0.44,10.45,2.559,1.461,30.69
7029.5,117.16,0.39,10.45,2.97,1.541,29.85
7033.0,117.22,0.34,10.45,2.874,1.579,30.0
7036.6,117.28,0.29,10.45,2.618,1.44,30.34
7040.1,117.34,0.23,10.45,2.395,1.402,30.05
7043.6,117.39,0.18,10.45,2.723,1.353,29.95
7047.2,117.45,0.13,10.45,2.64,1.347,29.8
7050.7,117.51,0.08,10.45,3.029,1.667,30.47
7054.3,117.57,0.02,10.45,2.656,1.462,29.84
7057.8,117.63,0.0,10.45,2.613,1.433,30.14
7061.3,117.69,0.0,10.45,2.875,1.493,30.42
7064.9,117.75,0.0,10.45,3.542,1.868,30.06
7068.4,117.81,0.0,10.45,3.72,2.119,30.72
